"country","lat","diagnosis","study_no","url","pubMedId","registry_ID","site_name","enrolment","pub_year","drugs","pub_title","region","lon","status","authors","other_drugs","t_design","multiRegional","diagnosticMethod","hiv_co_infection","disease","otherCountries"
India (IND),26.118589,Spleen/bone,"6",http://www.ncbi.nlm.nih.gov/pubmed/21255828,21255828,NCT00696969,"Kala-azar Medical Research Center, Rambag Road , Muzaffarpur,  Bihar -842001",634,2011,Paromomycin,"Comparison of short-course multidrug treatment with standard therapy for visceral leishmaniasis in India: an open-label, non-inferiority, randomised controlled trial.",India Subcontinent,85.400719,Published,"Sundar S, Sinha PK, Rai M, Verma DK, Nawin K, Alam S, Chakravarty J, Vaillant M, Verma N, Pandey K, Kumari P, Lal CS, Arora R, Sharma B, Ellis S, Strub-Wourgaft N, Balasegaram M, Olliaro P, Das P, Modabber F.",Miltefosine; Amphotericin B deoxycholate; Paromomycin; Liposomal Amphotericin B,Comparative,1,Parasitological,No,vl,
Brazil (BRA),-3.744739,Unspecified,"250",,,,"Hospital São José de Doenças Infecciosas, Fortaleza, Brazil",17,,Liposomal Amphotericin B (L-AmB),,South America,-38.558288,Not Published,,"",Single Group,0,Unspecified,Unspecified,vl,
Ethiopia (ETH),8.9825468,Spleen/bone/lymph,"11",http://www.ncbi.nlm.nih.gov/pubmed/10513651,10513651,-1,"Institute of Pathobiology, Addis Ababa University, Ethiopia",23,1999,Sodium stibogluconate,HIV viral load and response to antileishmanial chemotherapy in co-infected patients.,Eastern Africa,38.751128,Published,"Berhe N, Wolday D, Hailu A, Abraham Y, Ali A, Gebre-Michael T, Desjeux P, SÃ¶nnerborg A, Akuffo H, Britton S.",Sodium stibogluconate,Single Group,0,Parasitological,Yes,vl,
India (IND),25.599832,Spleen/bone,"210",,,CTRI/2017/02/007773,"Rajendra Memorial Research Institute of Medical Sciences , Patna, Bihar",564,,Liposomal Amphotericin B (L-AmB),"A Phase III, Open Label, Randomized Trial of Three Single Dose Treatment Regimens of FungisomeTM (Either Alone or in Combination with Miltefosine) Compared with Single Dose Treatment Regimen of AmBisome®, for Visceral Leishmaniasis (VL) in India",India Subcontinent,85.195326,Active,"Shyam Sundar, Krishna Pandey, Rama Prasad Goswami, Lily Verma, Ranjana K Seth",Miltefosine; Liposomal Amphotericin B,Comparative,1,Parasitological,Unspecified,vl,
Sudan (SDN),15.65,,"254",https://pubmed.ncbi.nlm.nih.gov/17963805/,17963805,,"Tropical Diseases Hospital, Omdurman, Sudan",30,2008,Sodium stibogluconate,Leishmaniasis Research Group/Sudan. Immunochemotherapy of persistent post-kala-azar dermal leishmaniasis: a novel approach to treatment. ,Eastern Africa,32.483334,Published,"Ahmed Mudawi Musa, Eltahir Awad Khalil, Fawzi Abd Mahgoub, Sara Hamad Elgawi, Farroukh Modabber, Abd Elgadir Mohamed Yousif Elkadaru, Mona Hussein Aboud, Sassan Noazin, Hashim Warsama Ghalib, Ahmed Mohammed El-Hassan","",RCT,0,Mixed,No,pkdl,
India (IND),26.118589,Spleen,"34",http://www.ncbi.nlm.nih.gov/pubmed/16447105,16447104,-9,"Kala-azar Medical Research Center, Rambag Road , Muzaffarpur,  Bihar -842001",405,2006,Amphotericin B colloidal dispersion (ABCD),Amphotericin B colloidal dispersion for the treatment of Indian visceral leishmaniasis.,India Subcontinent,85.400719,Published,"Sundar S, Mehta H, Chhabra A, Singh V, Chauhan V, Desjeux P, Rai M.",Amphotericin B dispersion,Dose finding,0,Parasitological,No,vl,
India (IND),26.131728,Bone,"129",http://www.ncbi.nlm.nih.gov/pubmed/3935210,3935209,-9,"Darbhanga Medical College, Darbhanga, Bihar-846003, India",10,1985,Metronidazole,Metronidazole and Indian kala-azar: results of a clinical trial.,India Subcontinent,85.896955,Published,"Mishra M, Thakur BD, Choudhary M.",Metronidazole,Single Group,0,Parasitological,Unspecified,vl,
Italy (ITA),40.86675,Bone,"10",http://www.ncbi.nlm.nih.gov/pubmed/11200380,11200380,-9,"Dipartimento di Malattie Infettive, Seconda Università, Naples",12,2000,Amphotericin B colloidal dispersion (ABCD),Efficacy of amphotericin B colloidal dispersion in the treatment of Mediterranean visceral leishmaniasis in immunocompetent adult patients.,Mediterranean,14.217966,Published,"Gaeta GB, Maisto A, Di Caprio D, Scalone A, Pasquale G, Felaco FM, Galante D, Gradoni L.",Amphotericin B dispersion,Single Group,0,Parasitological,No,vl,
India (IND),22.572645,,"259",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4596597/,26175030,,"School of Tropical Medicine, Kolkata, India; Institute of Postgraduate Medical Education and Research, Kolkata, India",27,2015,Miltefosine, Inadequacy of 12-Week Miltefosine Treatment for Indian Post-Kala-Azar Dermal Leishmaniasis. ,India Subcontinent,88.363892,Published,"Susmita Ghosh, Nilay Kanti Das, Shibabrata Mukherjee, Debanjan Mukhopadhyay, Jayashree Nath Barbhuiya, Avijit Hazra, Mitali Chatterjee","",Single-arm trial,0,Mixed,Unspecified,pkdl,
Iran (Islamic Republic of) (IRN),29.629926,Bone/serological,"213",https://www.ncbi.nlm.nih.gov/pubmed/27879461,27879460,-9,Shiraz University of Medical Sciences,75,2017,Meglumine antimoniate,"Effectiveness of Short-Course Meglumine Antimoniate (Glucantime�) for Treatment of Visceral Leishmaniasis: A 13-Year, Multistage, Non-Inferiority Study in Iran",Central Asia,52.521502,Published,"Abdolvahab Alborzi, Gholamreza Pouladfar, Armin Attar, Fatemeh Falahi, Zahra Jafarpour, Abdollah Karimi, Mohammad Rahim Kadivar",Meglumine antimoniate,Dose finding,0,Mixed,Unspecified,vl,
Ethiopia (ETH),12.589413,Spleen/bone,"180",https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0006989,,NCT02011959,"Gondar University Hospital, Amhara State, Ethiopia",58,2019,Miltefosine,Efficacy Trial of Ambisome Given Alone and Ambisome Given in Combination With Miltefosine for the Treatment of VL HIV Positive Ethiopian Patients,Eastern Africa,37.44205,Published,"Ermias Diro, Nathalie Strub-Wourgaft, Séverine Blesson",Miltefosine; Liposomal Amphotericin B,Comparative,1,Parasitological,Unspecified,vl,
Ethiopia (ETH),12.589413,Spleen/bone,"180",https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0006989,,NCT02011959,"Gondar University Hospital, Amhara State, Ethiopia",58,2019,Liposomal Amphotericin B (L-AmB),Efficacy Trial of Ambisome Given Alone and Ambisome Given in Combination With Miltefosine for the Treatment of VL HIV Positive Ethiopian Patients,Eastern Africa,37.44205,Published,"Ermias Diro, Nathalie Strub-Wourgaft, Séverine Blesson",Miltefosine; Liposomal Amphotericin B,Comparative,1,Parasitological,Unspecified,vl,
India (IND),25.602357,Spleen,"136",http://www.ncbi.nlm.nih.gov/pubmed/17202634,17202633,-9,Nalanda Medical College,125,2006,Miltefosine,"Miltefosine in children with visceral leishmaniasis: a prospective, multicentric, cross-sectional study.",India Subcontinent,85.197018,Published,"Singh UK, Prasad R, Mishra OP, Jayswal BP.",Miltefosine; Amphotericin B,Comparative,0,Parasitological,No,vl,
India (IND),25.602357,Spleen,"136",http://www.ncbi.nlm.nih.gov/pubmed/17202634,17202633,-9,Nalanda Medical College,125,2006,Amphotericin B - formulation unknown,"Miltefosine in children with visceral leishmaniasis: a prospective, multicentric, cross-sectional study.",India Subcontinent,85.197018,Published,"Singh UK, Prasad R, Mishra OP, Jayswal BP.",Miltefosine; Amphotericin B,Comparative,0,Parasitological,No,vl,
India (IND),25.620021,Spleen/bone,"128",http://www.ncbi.nlm.nih.gov/pubmed/8406645,8406644,-9,Patna Medical College Hospital,150,1993,Sodium stibogluconate,Evaluation of amphotericin B as a first line drug in comparison to sodium stibogluconate in the treatment of fresh cases of kala-azar.,India Subcontinent,85.159811,Published,"Thakur CP, Sinha GP, Sharma V, Pandey AK, Kumar M, Verma BB.",Amphotericin B; Sodium stibogluconate,Comparative,0,Parasitological,Unspecified,vl,
India (IND),25.620021,Spleen/bone,"128",http://www.ncbi.nlm.nih.gov/pubmed/8406645,8406644,-9,Patna Medical College Hospital,150,1993,Amphotericin B deoxycholate,Evaluation of amphotericin B as a first line drug in comparison to sodium stibogluconate in the treatment of fresh cases of kala-azar.,India Subcontinent,85.159811,Published,"Thakur CP, Sinha GP, Sharma V, Pandey AK, Kumar M, Verma BB.",Amphotericin B; Sodium stibogluconate,Comparative,0,Parasitological,Unspecified,vl,
India (IND),25.620021,Spleen/bone,"133",http://www.ncbi.nlm.nih.gov/pubmed/8244484,8244483,-9,Patna Medical College Hospital,50,1993,Amphotericin B deoxycholate,Efficacy of amphotericin B in multi-drug resistant kala-azar in children in first decade of life.,India Subcontinent,85.159811,Published,"Thakur CP, Sinha GP, Sharma V, Pandey AK, Sinha PK, Barat D.",Amphotericin B,Single Group,0,Parasitological,Unspecified,vl,
India (IND),25.599832,Spleen,"134",http://www.ncbi.nlm.nih.gov/pubmed/14699453,14699453,-9,"Rajendra Memorial Research Institute of Medical Sciences , Patna, Bihar",80,2004,Miltefosine,Efficacy and tolerability of miltefosine for childhood visceral leishmaniasis in India.,India Subcontinent,85.195326,Published,"Bhattacharya SK, Jha TK, Sundar S, Thakur CP, Engel J, Sindermann H, Junge K, Karbwang J, Bryceson AD, Berman JD.",Miltefosine,Single Group,0,Parasitological,No,vl,
Kenya (KEN),0.463834,Spleen/bone/lymph,"194",https://www.ncbi.nlm.nih.gov/pubmed/27627656,27627656,NCT010667445,"Kimalel Health Center, Kenya ",183,2016,Sodium stibogluconate,Efficacy and Safety of AmBisome in Combination with Sodium Stibogluconate or Miltefosine and Miltefosine Monotherapy for African Visceral Leishmaniasis: Phase II Randomized Trial,Eastern Africa,35.892251,Published,"Monique Wasunna, Simon Njenga, Manica Balasegaram, Neal Alexander, Raymond Omollo, Tansy Edwards, Thomas P. C. Dorlo, Brima Musa, Mohammed Hassan Sharaf Ali, Mohammed Yasein Elamin, George Kirigi, Rashid Juma, Anke E. Kip, Gerard J. Schoone, Asrat Hailu, Joseph Olobo, Sally Ellis, Robert Kimutai, Susan Wells, Eltahir Awad Gasim Khalil, Nathalie Strub Wourgaft, Fabiana Alves, Ahmed Musa",Miltefosine; Sodium stibogluconate; Liposomal Amphotericin B,Comparative,1,Parasitological,No,vl,Sudan
Kenya (KEN),0.463834,Spleen/bone/lymph,"194",https://www.ncbi.nlm.nih.gov/pubmed/27627656,27627656,NCT010667445,"Kimalel Health Center, Kenya ",183,2016,Miltefosine,Efficacy and Safety of AmBisome in Combination with Sodium Stibogluconate or Miltefosine and Miltefosine Monotherapy for African Visceral Leishmaniasis: Phase II Randomized Trial,Eastern Africa,35.892251,Published,"Monique Wasunna, Simon Njenga, Manica Balasegaram, Neal Alexander, Raymond Omollo, Tansy Edwards, Thomas P. C. Dorlo, Brima Musa, Mohammed Hassan Sharaf Ali, Mohammed Yasein Elamin, George Kirigi, Rashid Juma, Anke E. Kip, Gerard J. Schoone, Asrat Hailu, Joseph Olobo, Sally Ellis, Robert Kimutai, Susan Wells, Eltahir Awad Gasim Khalil, Nathalie Strub Wourgaft, Fabiana Alves, Ahmed Musa",Miltefosine; Sodium stibogluconate; Liposomal Amphotericin B,Comparative,1,Parasitological,No,vl,Sudan
Kenya (KEN),0.463834,Spleen/bone/lymph,"194",https://www.ncbi.nlm.nih.gov/pubmed/27627656,27627656,NCT010667445,"Kimalel Health Center, Kenya ",183,2016,Liposomal Amphotericin B (L-AmB),Efficacy and Safety of AmBisome in Combination with Sodium Stibogluconate or Miltefosine and Miltefosine Monotherapy for African Visceral Leishmaniasis: Phase II Randomized Trial,Eastern Africa,35.892251,Published,"Monique Wasunna, Simon Njenga, Manica Balasegaram, Neal Alexander, Raymond Omollo, Tansy Edwards, Thomas P. C. Dorlo, Brima Musa, Mohammed Hassan Sharaf Ali, Mohammed Yasein Elamin, George Kirigi, Rashid Juma, Anke E. Kip, Gerard J. Schoone, Asrat Hailu, Joseph Olobo, Sally Ellis, Robert Kimutai, Susan Wells, Eltahir Awad Gasim Khalil, Nathalie Strub Wourgaft, Fabiana Alves, Ahmed Musa",Miltefosine; Sodium stibogluconate; Liposomal Amphotericin B,Comparative,1,Parasitological,No,vl,Sudan
Sudan (SDN),13.511629,,"217",,,NCT03129649,"El Hassan Centre for Tropical Medicine, Doka, Gedaref, Sudan",576,,Miltefosine,Miltefosine/Paromomycin Phase III Trial for Treatment of Primary Visceral Leishmaniasis (VL) Patients in Eastern Africa,Eastern Africa,35.740262,Active,"Jane Mbui,  Joseph Olobo,  Ahmed M Musa, Rezika Mohammed",Miltefosine; Sodium stibogluconate; Paromomycin,Comparative,1,Parasitological,No,vl,"Ethiopia, Kenya, Uganda"
Sudan (SDN),13.511629,,"217",,,NCT03129649,"El Hassan Centre for Tropical Medicine, Doka, Gedaref, Sudan",576,,Sodium stibogluconate,Miltefosine/Paromomycin Phase III Trial for Treatment of Primary Visceral Leishmaniasis (VL) Patients in Eastern Africa,Eastern Africa,35.740262,Active,"Jane Mbui,  Joseph Olobo,  Ahmed M Musa, Rezika Mohammed",Miltefosine; Sodium stibogluconate; Paromomycin,Comparative,1,Parasitological,No,vl,"Ethiopia, Kenya, Uganda"
Sudan (SDN),13.511629,,"217",,,NCT03129649,"El Hassan Centre for Tropical Medicine, Doka, Gedaref, Sudan",576,,Paromomycin,Miltefosine/Paromomycin Phase III Trial for Treatment of Primary Visceral Leishmaniasis (VL) Patients in Eastern Africa,Eastern Africa,35.740262,Active,"Jane Mbui,  Joseph Olobo,  Ahmed M Musa, Rezika Mohammed",Miltefosine; Sodium stibogluconate; Paromomycin,Comparative,1,Parasitological,No,vl,"Ethiopia, Kenya, Uganda"
Ethiopia (ETH),14.285302,Spleen/lymph/serological,"1",http://www.ncbi.nlm.nih.gov/pubmed/16804852,16804852,-9,Humera hospital,580,2006,Miltefosine,A comparison of miltefosine and sodium stibogluconate for treatment of visceral leishmaniasis in an Ethiopian population with high prevalence of HIV infection.,Eastern Africa,36.611923,Published,"Ritmeijer K, Dejenie A, Assefa Y, Hundie TB, Mesure J, Boots G, den Boer M, Davidson RN.",Miltefosine; Sodium stibogluconate,Comparative,0,Mixed,Yes,vl,
Ethiopia (ETH),14.285302,Spleen/lymph/serological,"1",http://www.ncbi.nlm.nih.gov/pubmed/16804852,16804852,-9,Humera hospital,580,2006,Sodium stibogluconate,A comparison of miltefosine and sodium stibogluconate for treatment of visceral leishmaniasis in an Ethiopian population with high prevalence of HIV infection.,Eastern Africa,36.611923,Published,"Ritmeijer K, Dejenie A, Assefa Y, Hundie TB, Mesure J, Boots G, den Boer M, Davidson RN.",Miltefosine; Sodium stibogluconate,Comparative,0,Mixed,Yes,vl,
Brazil (BRA),-5.058105,Bone,"202",https://www.ncbi.nlm.nih.gov/pubmed/28662036,28662036,NCT01310740,"Federal University of Piauí, Teresina",378,2017,Meglumine antimoniate,"Efficacy and safety of available treatments for visceral leishmaniasis in Brazil: A multicenter, randomized, open-label trial.",South America,-42.798262,Published,"Romero GAS, Costa DL, Costa CHN, de Almeida RP, de Melo EV, de Carvalho SFG, Rabello A, de Carvalho AL, Sousa AQ, Leite RD, Lima SS, Amaral TA, Alves FP, Rode J; Collaborative LVBrasil Group.",Meglumine antimoniate; Amphotericin B deoxycholate; Liposomal Amphotericin B,Comparative,0,Mixed,No,vl,
Brazil (BRA),-5.058105,Bone,"202",https://www.ncbi.nlm.nih.gov/pubmed/28662036,28662036,NCT01310740,"Federal University of Piauí, Teresina",378,2017,Amphotericin B deoxycholate,"Efficacy and safety of available treatments for visceral leishmaniasis in Brazil: A multicenter, randomized, open-label trial.",South America,-42.798262,Published,"Romero GAS, Costa DL, Costa CHN, de Almeida RP, de Melo EV, de Carvalho SFG, Rabello A, de Carvalho AL, Sousa AQ, Leite RD, Lima SS, Amaral TA, Alves FP, Rode J; Collaborative LVBrasil Group.",Meglumine antimoniate; Amphotericin B deoxycholate; Liposomal Amphotericin B,Comparative,0,Mixed,No,vl,
Brazil (BRA),-5.058105,Bone,"202",https://www.ncbi.nlm.nih.gov/pubmed/28662036,28662036,NCT01310740,"Federal University of Piauí, Teresina",378,2017,Liposomal Amphotericin B (L-AmB),"Efficacy and safety of available treatments for visceral leishmaniasis in Brazil: A multicenter, randomized, open-label trial.",South America,-42.798262,Published,"Romero GAS, Costa DL, Costa CHN, de Almeida RP, de Melo EV, de Carvalho SFG, Rabello A, de Carvalho AL, Sousa AQ, Leite RD, Lima SS, Amaral TA, Alves FP, Rode J; Collaborative LVBrasil Group.",Meglumine antimoniate; Amphotericin B deoxycholate; Liposomal Amphotericin B,Comparative,0,Mixed,No,vl,
Sudan (SDN),15.689141,,"229",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5315726/,,-9,Sudan - Site Unknown,3126,2017,Sodium stibogluconate,Safety and Effectiveness of Sodium Stibogluconate and Paromomycin Combination for the Treatment of Visceral Leishmaniasis in Eastern Africa: Results from a Pharmacovigilance Programme,Eastern Africa,29.765189,Published,"Robert Kimutai, Ahmed M. Musa, Simon Njoroge, Raymond Omollo, Fabiana Alves, Asrat Hailu, Eltahir A. G. Khalil, Ermias Diro, Peninah Soipei, Brima Musa, Khalid Salman, Koert Ritmeijer, Francois Chappuis, Juma Rashid, Rezika Mohammed, Asfaw Jameneh, Eyasu Makonnen, Joseph Olobo, Lawrence Okello, Patrick Sagaki, Nathalie Strub, Sally Ellis, Jorge Alvar, Manica Balasegaram, Emilie Alirol, and Monique Wasunna","",Single Group,1,Mixed,Yes,vl,"Ethiopia, Kenya, Uganda"
Sudan (SDN),15.689141,,"229",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5315726/,,-9,Sudan - Site Unknown,3126,2017,Paromomycin,Safety and Effectiveness of Sodium Stibogluconate and Paromomycin Combination for the Treatment of Visceral Leishmaniasis in Eastern Africa: Results from a Pharmacovigilance Programme,Eastern Africa,29.765189,Published,"Robert Kimutai, Ahmed M. Musa, Simon Njoroge, Raymond Omollo, Fabiana Alves, Asrat Hailu, Eltahir A. G. Khalil, Ermias Diro, Peninah Soipei, Brima Musa, Khalid Salman, Koert Ritmeijer, Francois Chappuis, Juma Rashid, Rezika Mohammed, Asfaw Jameneh, Eyasu Makonnen, Joseph Olobo, Lawrence Okello, Patrick Sagaki, Nathalie Strub, Sally Ellis, Jorge Alvar, Manica Balasegaram, Emilie Alirol, and Monique Wasunna","",Single Group,1,Mixed,Yes,vl,"Ethiopia, Kenya, Uganda"
India (IND),26.118589,Spleen/bone,"85",http://www.ncbi.nlm.nih.gov/pubmed/9583928,9583927,-9,"Kala-azar Medical Research Center, Rambag Road , Muzaffarpur,  Bihar -842001",120,1998,Sodium stibogluconate,"Randomised controlled trial of aminosidine (paromomycin) v sodium stibogluconate for treating visceral leishmaniasis in North Bihar, India.",India Subcontinent,85.400719,Published,"Jha TK, Olliaro P, Thakur CP, Kanyok TP, Singhania BL, Singh IJ, Singh NK, Akhoury S, Jha S.",Sodium stibogluconate; Paromomycin,Comparative,0,Parasitological,No,vl,
India (IND),26.118589,Spleen/bone,"85",http://www.ncbi.nlm.nih.gov/pubmed/9583928,9583927,-9,"Kala-azar Medical Research Center, Rambag Road , Muzaffarpur,  Bihar -842001",120,1998,Paromomycin,"Randomised controlled trial of aminosidine (paromomycin) v sodium stibogluconate for treating visceral leishmaniasis in North Bihar, India.",India Subcontinent,85.400719,Published,"Jha TK, Olliaro P, Thakur CP, Kanyok TP, Singhania BL, Singh IJ, Singh NK, Akhoury S, Jha S.",Sodium stibogluconate; Paromomycin,Comparative,0,Parasitological,No,vl,
Brazil (BRA),-12.993413,,"207",,,NCT01138956,"Hospital Universitário Professor Edgard Santos, Brazil",40,,n-acetylcysteine,Immune Response of Visceral Leishmaniasis PatientsTreated With Antimonial Plus N-Acetylcysteine,South America,-38.522392,Unknown,"Roque P Almeida, Enaldo V Melo, Angela M Silva",Pentavalent Antimonial; N-acetylcysteine,Comparative,0,Unspecified,Unspecified,vl,
